Số/ký hiệu,Ngày ban hành,Trích yếu,Cơ quan ban hành,Đính kèm
2981/SGDĐT-GDTrH,04/11/2020,Về việc tổ chức thi và cấp giấy chứng nhận nghề phổ thông THPT năm 2020,Sở Giáo Dục và Đào Tạo,
4129/QĐ-UBND,04/11/2020,V/v giao chỉ tiêu kế hoạch nguồn vốn địa phương 2021,UBND tỉnh Quảng Ninh,
7472/UBND-TH5,03/11/2020,"V/v triển khai Nghị quyết số 1004/NQ-UBTVQH14 và Nghị định số 107/2020/NĐ-CP ngày 14/9/2020 của Chính phủ đối với Trung tâm HCC và Văn phòng đoàn ĐBQH, HĐND & UBND tỉnh",UBND tỉnh Quảng Ninh,
177/TB-UBND,03/11/2020,Thông báo Lịch công tác của Uỷ ban nhân dân tỉnh tháng 11 năm 2020,UBND tỉnh Quảng Ninh,
2957/SGDĐT-CTTT,03/11/2020,Phát động cuộc thi Ý tưởng khởi nghiệp sáng tạo năm 2020,Sở Giáo Dục và Đào Tạo,
2291/QĐ-SGDĐT,03/11/2020,Quyết định thành lập Đoàn kiểm tra thực hiện nhiệm vụ năm học tại các Trung tâm GDNN-GDTX,Sở Giáo Dục và Đào Tạo,
178/TB-UBND,03/11/2020,"TB Kết luận chỉ đạo của đồng chí Bùi Văn Khắng - PCT UBND tỉnh tại buổi làm việc nghe báo cáo đề xuất nghiên cứu đầu tư hai dự án nhà máy chế biến ván ép và xuất khẩu viên nén trên địa bàn huyện Ba Chẽ, tỉnh Quảng Ninh",UBND tỉnh Quảng Ninh,
4104/QĐ-UBND,03/11/2020,V/v phê duyệt danh mục mua sắm các trang thiết bị cơ bản thiết yếu và sửa chữa cơ sở vật chất ngành y tế năm 2020,UBND tỉnh Quảng Ninh,
2287/QĐ-SGDĐT,02/11/2020,"QĐ Về việc cấp phép tổ chức đào tạo, bồi dưỡng ngoại ngữ cho Trung tâm ngoại ngữ Pisa Cẩm Phả",Sở Giáo Dục và Đào Tạo,
2284/QĐ-SGDĐT,02/11/2020,Quyết định ban hành kèm theo quy định thi đua khen thưởng,Sở Giáo Dục và Đào Tạo,
2944/SGDĐT-VP,02/11/2020,Hướng dẫn tổ chức cá hoạt động chào mừng ngày Nhà giáo Việt Nam 20.11,Sở Giáo Dục và Đào Tạo,
289/NQ-HĐND,31/10/2020,"Nghị quyết v/v xác nhận kết quả miễn nhiệm chức vụ Phó Chủ tịch UBND tỉnh Quảng Ninh khóa XIII, nhiệm kỳ 2016-2021 với ông Đặng Huy Hậu",HĐND tỉnh Quảng Ninh,
291/NQ-HĐND,31/10/2020,"Nghị quyết v/v miễn nhiệm chức vụ Chủ tịch UBND tỉnh Quảng Ninh khóa XIII, nhiệm kỳ 2016-2021 với ông Nguyễn Văn Thắng",HĐND tỉnh Quảng Ninh,
292/NQ-HĐND,31/10/2020,"Nghị quyết v/v xác nhận kết quả bầu cử bổ sung chức vụ Chủ tịch UBND tỉnh Quảng Ninh khóa XIII, nhiệm kỳ 2016-2021 với ông Nguyễn Tường Văn",HĐND tỉnh Quảng Ninh,
4072/QĐ-UBND,31/10/2020,"V/v công bố danh mục thủ tục hành chính bãi bỏ thuộc phạm vi, chức năng quản lý của Sở Tài chính",UBND tỉnh Quảng Ninh,
4074/QĐ-UBND,31/10/2020,V/v phê duyệt danh mục thuốc đấu thầu tập trung cho các cơ sở y tế trên địa bàn tỉnh Quảng Ninh năm 2021 và 06 tháng đầu năm 2022,UBND tỉnh Quảng Ninh,
4075/QĐ-UBND,31/10/2020,"Phê duyệt kế hoạch lựa chọn nhà thầu xây dựng phương án Quản lý rừng bền vững của Ban quản lý Vườn quốc gia Bái Tử Long giai đoạn 2020-2025, định hướng đến năm 2030",UBND tỉnh Quảng Ninh,
4089/QĐ-UBND,31/10/2020,"V/v điều động và bổ nhiệm có thời hạn ông Vũ Đình Xứng, Phó Giám đốc Sở Ngoại vụ giữ chức vụ Phó Giám đốc Sở Tài chính",UBND tỉnh Quảng Ninh,
4088/QĐ-UBND,31/10/2020,"V/v tiếp nhận và bổ nhiệm có thời hạn ông Nguyễn Hồng Dương, Ủy viên Ban chấp hành Đảng bộ tỉnh, Bí Thư Thành ủy Cẩm Phả giữ chức vụ Giám đốc Sở Kế hoạch và Đầu tư",UBND tỉnh Quảng Ninh,
4085/QĐ-UBND,31/10/2020,"V/v tiếp nhận và bổ nhiệm có thời hạn ông Trần Văn Lâm, Ủy viên Ban Chấp hành Đảng bộ tỉnh, Bí thư Thành ủy, Chủ tịch HĐND thành phố Uông Bí, giữ chức vụ Giám đốc Sở Tài chính",UBND tỉnh Quảng Ninh,
192/KH-UBND,30/10/2020,"Kế hoạch Tổ chức Chương trình ""Yên Tử - Về miền đất Phật mùa thu, tưởng nhớ Phật Hoàng Trần Nhân Tông, năm 2020""",UBND tỉnh Quảng Ninh,
7409/UBND-DL1,30/10/2020,"V/v tăng cường công tác phòng, chống dịch bệnh mùa đông xuân",UBND tỉnh Quảng Ninh,
7412/UBND-NLN3,30/10/2020,V/v tập trung thực hiện công tác quản lý Nhà nước về ATTP lĩnh vực Nông nghiệp trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
4024/QĐ-UBND.,29/10/2020,"V/v tặng Bằng khen cho 22 tập thể, 28 cá nhân có thành tích xuất sắc trong công tác triển khai, thực hiện Đề án ""Nâng cao năng suất chất lượng sản phẩm, hàng hóa và dịch vụ các doanh nghiệp trên địa bàn tỉnh Quảng Ninh đến năm 2020""",UBND tỉnh Quảng Ninh,
2914/SGDĐT-VP,29/10/2020,"Về việc triển khai, thảo luận lấy ý kiến dự thảo các văn kiện trình Đại hội đại biểu toàn quốc lần thứ XIII của Đảng",Sở Giáo Dục và Đào Tạo,
7396/UBND-XD6,29/10/2020,V/v triển khai dự án nhà máy điện khí LNG Quảng Ninh,UBND tỉnh Quảng Ninh,
4060/QĐ-UBND,29/10/2020,"V/v phê duyệt trữ lượng đất, đá phủ bề mặt tại mỏ sét Khu 5, thị trấn Trới, huyện Hoành Bồ (nay là thành phố Hạ Long) tỉnh Quảng Ninh để phục vụ san lấp mặt bằng",UBND tỉnh Quảng Ninh,
218/BC-UBND,28/10/2020,"Báo cáo việc thực hiện Quy hoạch phát triển giáo dục và đào tạo tỉnh Quảng Ninh đến năm 2020, tầm nhìn đến năm 230 và chất lượng hệ thống Trung tâm Giáo dục nghề nghiệp và Giáo dục thường xuyên trên địa bàn tỉnh",UBND tỉnh Quảng Ninh,
7351/UBND-NLN3,28/10/2020,V/v tập trung chỉ đạo kiểm soát Dịch tả lợn Châu Phi tái lây lan diện rộng,UBND tỉnh Quảng Ninh,
7370/UBND-QH1,28/10/2020,"V.v triển khai lập quy hoạch tỉnh Quảng Ninh thời kỳ 2021-2030, tầm nhìn đến 2050",UBND tỉnh Quảng Ninh,
7369/UBND-XD2,28/10/2020,V/v phối hợp thực hiện một số hoạt động về an toàn thực phẩm năm 2020,UBND tỉnh Quảng Ninh,
7357/UBND-TH5,28/10/2020,V/v đăng ký danh sách thăng hạng chức danh nghề nghiệp viên chức lên Huấn luyện viên chính (hạng II),UBND tỉnh Quảng Ninh,
4056/QĐ-UBND,28/10/2020,"V/v công nhận Bãi tắm Phương Đông, huyện Vân Đồn đạt tiêu chuẩn Bãi tắm du lịch",UBND tỉnh Quảng Ninh,
7309/UBND-DL1,27/10/2020,Hỏa Tốc: Thực hiện Chỉ đạo của Thủ tướng Chính phủ về phòng chống dịch COVID-19,UBND tỉnh Quảng Ninh,
7322/UBND-VX2,27/10/2020,V/v tiếp tục tổ chức triển khai thực hiện hỗ trợ cho người dân gặp khó khăn do đại dịch COVID-19,UBND tỉnh Quảng Ninh,
175/TB-UBND,27/10/2020,"Thông báo Kết luận của đ/c Bùi Văn Khắng, PCT UBND tỉnh tại cuộc họp kiểm tra tình hình thực hiện đầu tư, sản xuất kinh doanh và tháo gỡ khó khăn, vướng mắc, đẩy mạnh sản xuất kinh doanh của các doanh nghiệp trong KCN Cái Lân và các doanh nghiệp hoạt động trọng lĩnh vực sản xuất bột mỳ, dầu thực vật",UBND tỉnh Quảng Ninh,
190/KH-UBND,27/10/2020,"Kế hoạch Triển khai Kết luận số 80-KL/TW, ngày 20/6/2020 của Ban Bí thư về tiếp tục thực hiện Chỉ thị số 32-CT/TW của Ban Bí thư về tăng cường sự lãnh đạo của Đảng trong công tác phổ biến, giáo dục pháp luật, nâng cao ý thức chấp hành pháp luật của cán bộ, nhân dân",UBND tỉnh Quảng Ninh,
4039/QĐ-UBND,27/10/2020,"V/v bổ sung và điều chỉnh quy mô, địa điểm dự án, công trình trong điều chỉnh quy hoạch sử dụng đất đến năm 2020 của thị xã Quảng Yên",UBND tỉnh Quảng Ninh,
4038/QĐ-UBND,27/10/2020,"V/v điều chỉnh, bổ sung Điều chỉnh quy hoạch sử dụng đất đến năm 2020 thành phố Hạ Long",UBND tỉnh Quảng Ninh,
4024/QĐ-UBND,27/10/2020,"V/v tặng Bằng khen cho 22 tập thể, 28 cá nhân có thành tích xuất sắc trong công tác triển khai, thực hiện Đề án ""Nâng cao năng xuất chất lượng sản phẩm, hàng hóa và dịch vụ các doanh nghiệp trên địa bàn tỉnh Quảng Ninh đến năm 2020""",UBND tỉnh Quảng Ninh,
121-CV/HU,27/10/2020,"V/v triển khai thảo luận, lấy ý kiến nhân dân vào dự thảo các văn kiện trình Đại hội đại biểu toàn quốc lần thứ XIII của Đảng",UBND Huyện Hải Hà,
2203/QĐ-SGDĐT,26/10/2020,"Về việc thành lập Đoàn đánh giá ngoài tại Trường Mầm non Thị trấn, huyện Bình Liêu",Sở Giáo Dục và Đào Tạo,
2842/SGDĐT-CTTT,26/10/2020,Chương trình Thiếu nhi Việt Nam rèn luyện thể thao - nâng cao trí lực,Sở Giáo Dục và Đào Tạo,
2843/SGDĐT-CTTT,26/10/2020,Về việc nộp hồ sơ đăng kí dự thi Hội thi “Vũ điệu thể thao” học sinh Trung học phổ thông năm học 2020-2021,Sở Giáo Dục và Đào Tạo,
2844-SGDĐT-VP,26/10/2020,Tập huấn Khảo sát đo lường sự hài lòng của người dân đối với dịch vụ giáo dục công,Sở Giáo Dục và Đào Tạo,
173/TB-UBND,26/10/2020,"TB Kết luận của đồng chí Cao Tường Huy - PCT Thường trực UBND tỉnh tại buổi làm việc với Liên danh VTG - Hải Đăng - Sunny World và Công ty TNHH McKinsey & Company Việt Nam để thống nhất một số nội dung về triển khai lập Quy hoạch tỉnh QN thời kỳ 2021 - 2030, tầm nhìn đến năm 2050",UBND tỉnh Quảng Ninh,
730/HĐND-TH2,26/10/2020,V/v đảm bảo các điều kiện phục vụ kỳ họp thứ 20 HĐND tỉnh khóa XIII,HĐND tỉnh Quảng Ninh,
680/QĐ-VP,26/10/2020,"V/v phân công bổ sung công việc chuyên môn đối với chuyên viên nghiên cứu tổng hợp trực thuộc Văn phòng Đoàn ĐBQH, HĐND và UBND tỉnh",Văn phòng Ủy ban nhân dân tỉnh,
7263/UBND-CN2,26/10/2020,"V/v triển khai thực hiện Chỉ thị số 38/CT-TTg của Thủ tướng Chính phủ về việc tiếp tục tăng cường công tác quản lý nhà nước đối với các hoạt động thăm dò, khai thác, chế biến, sử dụng và xuất khẩu khoáng sản",UBND tỉnh Quảng Ninh,
2496/UBND-YT,26/10/2020,"V/v tăng cường triển khai các hoạt động kiểm soát người nhập cảnh phòng, chống dịch Covid-19",UBND Huyện Hải Hà,
174/TB-UBND,26/10/2020,TB Kết luận của đồng chí Phó Chủ tịch UBND tỉnh tại buổi làm việc để xem xét đề nghị của Trường Đại học Hạ Long về mở mới các ngành đào tạo; chính sách thu hút nhân lực chất lượng cao về làm việc tại Trường giai đoạn 2021 - 2025,UBND tỉnh Quảng Ninh,
734/QĐ-HĐND,26/10/2020,Quyết định v/v tặng quà cho học sinh có hoàn cảnh khó khăn vươn lên học giỏi,HĐND tỉnh Quảng Ninh,
724/BC-HĐND,23/10/2020,"Báo cáo kết quả công tác tháng 10, dự kiến chương trình công tác tháng 11/2020 của Ban pháp chế HĐND tỉnh",HĐND tỉnh Quảng Ninh,
7198/UBND-DL1,23/10/2020,"V/v triển khai kế hoạch phòng ngừa, ứng phó sự cố môi trường do chất thải y tế",UBND tỉnh Quảng Ninh,
7200/UBND-DL1,23/10/2020,V/v triển khai Chương trình chăm sóc sức khỏe người cao tuổi,UBND tỉnh Quảng Ninh,
172/TB-UBND,23/10/2020,Kết luận của Đồng chí Phó Chủ tịch UBND tỉnh Quảng Ninh tại buổi làm việc với Đại học Quốc gia Hà Nội,UBND tỉnh Quảng Ninh,
189/KH-UBND,23/10/2020,Kế hoạch triển khai Nghị định số 59/2020/NĐ-CP ngày 27/5/2020 của Chính phủ quy định cơ sở dữ liệu về thi hành án hình sự,UBND tỉnh Quảng Ninh,
2196/QĐ-SGDĐT,23/10/2020,Hội thi Vũ điệu thể thao học sinh Trung học phổ thông tỉnh Quảng Ninh năm học 2020-2021,Sở Giáo Dục và Đào Tạo,
2199/QĐ-SGDĐT,23/10/2020,"Về việc thưởng cho cá nhân, tập thể đạt thành tích tại Hội thao GDQPAN học sinh THPT tỉnh Quảng Ninh năm 2020",Sở Giáo Dục và Đào Tạo,
2838/SGDĐT-KHTC,23/10/2020,"Về việc thông báo kế hoạch triển khai bàn giao, lắp đặt hệ thống bồn rửa tay tại các trường THPT công lập trên địa bàn tỉnh",Sở Giáo Dục và Đào Tạo,
2485/UBND-HKL,23/10/2020,"V/v tăng cường thực hiện các biện pháp quản lý, bảo vệ rừng và phòng cháy chữa cháy rừng",UBND Huyện Hải Hà,
2477/UBND-VP,22/10/2020,"V/v tháo gỡ khó khăn, thúc đẩy sản xuất kinh doanh, tiêu dùng và đẩy mạnh giải ngân vốn đầu tư công",UBND Huyện Hải Hà,
2475/UBND-TCNV,22/10/2020,"V/v tuyên truyền, triển khai thực hiện Bộ chỉ số hiệu quả quản trị cấp huyện (DGI) của tỉnh Quảng Ninh",UBND Huyện Hải Hà,
2480/UBND-KTHT,22/10/2020,"V/v đề nghị tiếp tục thực hiện dự án Khu dịch vụ vui chơi giải trí, nghỉ dưỡng Đầu Rồng tại thôn Đầu Rồng, xã Cái Chiên, huyện Hải Hà của Công ty TNHH xuất nhập khẩu thương mại Lâm Ngọc Dương",UBND Huyện Hải Hà,
2465/UBND-LĐTBXH,21/10/2020,"Về việc mở lớp đào tạo nghề trình độ Cao đẳng, Trung cấp tại Trường THPT Nguyễn Trãi",UBND Huyện Hải Hà,
7140/UBND-TH2,21/10/2020,V/v đẩy mạnh công tác tuyên truyền phục vụ Tổng kết 10 năm thực hiện Chương trình tổng thể CCHC nhà nước,UBND tỉnh Quảng Ninh,
7148/UBND-GD,21/10/2020,V/v thí điểm hoạt động khảo thí tiếng Anh quốc tế IELTS đặt tại trường THPT Chuyên Hạ Long,UBND tỉnh Quảng Ninh,
2462/UBND-VHTT,21/10/2020,V/v đăng ký thông tin lãnh đạo phụ trách và cán bộ theo dõi triển khai Kế hoạch số 183/KH-UBND ngày 15/10/2020 của UBND tỉnh Quảng Ninh,UBND Huyện Hải Hà,
7117/UBND-XD2,20/10/2020,"v/v triển khai công bố vùng hoạt động vui chơi, giải trí dưới nước trên Vịnh Hạ Long",UBND tỉnh Quảng Ninh,
3974/QĐ-UBND,20/10/2020,"V/v phê duyệt giá khởi điểm để đấu giá quyền dụng khu đất thuê 50 năm trả tiền 01 lần để thực hiện dự án: Cảng khu du lịch tại Khu vực Cột 3, phường Hồng Hải, thành phố Hạ Long",UBND tỉnh Quảng Ninh,
7119/UBND-XD5,20/10/2020,V/v tăng cường công tác quản lý trật tự xây dựng trên địa bàn tỉnh,UBND tỉnh Quảng Ninh,
7121/UBND-VX1,20/10/2020,V/v cơ sở vật chất chuẩn bị tổ chức các môn trong chương trình SEA Games 31,UBND tỉnh Quảng Ninh,
7122/UBND-TM4,20/10/2020,"V/v triển khai Chương trình mục tiêu giáo dục vùng núi, vùng dân tộc thiểu số, vùng khó khăn giai đoạn 2016-2020",UBND tỉnh Quảng Ninh,
185/KH-UBND,19/10/2020,Kế hoạch Tổ chức kết nối tiêu thụ thủy sản tỉnh Quảng Ninh năm 2020,UBND tỉnh Quảng Ninh,
211/BC-UBND,19/10/2020,Báo cáo Tổng kết 10 năm thực hiện Chiến lược phát triển Thể dục Thể thao Việt Nam đến năm 2020,UBND tỉnh Quảng Ninh,
7090/UBND-NLN1,19/10/2020,V/v tập trung thực hiện các giải pháp đảm bảo mục tiêu tăng trưởng khu vực nông lâm ngư nghiệp năm 2020,,
7099/UBND-VX1,19/10/2020,"V/v tổ chức Cuộc thi ""Người đẹp Hạ Long năm 2020""",UBND tỉnh Quảng Ninh,
7112/UBND-DL1,19/10/2020,V/v tăng cường phòng chống dịch COVID-19,UBND tỉnh Quảng Ninh,
7062/UBND-DL2,16/10/2020,V.v tổ chức chuỗi hoạt động phát động Chương trình kích cầu du lịch Quảng Ninh tại Quần thể FLC Hạ Long,UBND tỉnh Quảng Ninh,
2749/SGDĐT-GDMN,16/10/2020,Báo cáo kết quả hoàn thiện Đề án phát triển GDMN tư thục,Sở Giáo Dục và Đào Tạo,
2744/SGDĐT-GDTrH,16/10/2020,Tập huấn giáo viên giảng dạy môn học GD QPAN các trường THPT năm học 2020-2021,Sở Giáo Dục và Đào Tạo,
7021/UBND-GD,15/10/2020,V/v thực hiện nghiêm theo quy định các khoản thu năm học 2020-2021,UBND tỉnh Quảng Ninh,
7025/UBND-DL1,15/10/2020,"V/v tăng cường công tác phòng, chống dịch bệnh tay chân miệng",UBND tỉnh Quảng Ninh,
209/BC-UBND,15/10/2020,Báo Cáo nhanh: Về tình hình mưa trên địa bàn tỉnh Quảng Ninh đến 16 giờ ngày 15/10/2020,UBND tỉnh Quảng Ninh,
3942/QĐ-UBND,15/10/2020,"Phê duyệt và ban hành Phương án phòng cháy, chữa cháy rừng trên địa bàn tỉnh Quảng Ninh giai đoạn 2020-2025",UBND tỉnh Quảng Ninh,
2162/QĐ-SGDĐT,15/10/2020,"QĐ Về việc thành lập Ban Tổ chức, các Tiểu ban Hội thi tuyên truyền, giáo dục an toàn giao thông, năm học 2020-2021",Sở Giáo Dục và Đào Tạo,
2577/SGDĐT-CTTT,15/10/2020,Phối hợp tổ chức Hội nghị truyền thông về sức khỏe tâm thần và rối nhiễu tâm trí tại các trường THCS và THPT,Sở Giáo Dục và Đào Tạo,
2405/UBND-NNPTNT,14/10/2020,Công văn chủ động biện pháp phòng chống cơn bão số 7 (NANGKA),UBND Huyện Hải Hà,
2716/SGDĐT-VP,14/10/2020,Chủ động các biện pháp phòng chống bão số 7 (NANGKA),Sở Giáo Dục và Đào Tạo,
708/QĐ-HĐND,14/10/2020,Về việc tặng quà cho học sinh có hoàn cảnh khó khăn nhân dịp Trung thu năm 2020,HĐND tỉnh Quảng Ninh,
3921/QĐ-UBND,14/10/2020,"V/v tặng Bằng khen cho 12 tập thể, 18 cá nhân có thành tích xuất sắc trong thực hiện Nghị quyết số 236/2015/NQ-HĐND ngày 12/12/2015 của HĐND tỉnh về những chủ trương, giải pháp tăng cường công tác quản lý bảo vệ môi trường tỉnh Quảng Ninh trong giai đoạn 2016-2020",UBND tỉnh Quảng Ninh,
180/KH-UBND,14/10/2020,KH Triển khai thực hiện nhiệm vụ trọng tâm Quý IV/2020,UBND tỉnh Quảng Ninh,
7002/UBND-TH4,14/10/2020,V/v thực hiện chế độ báo cáo nhanh về tình hình triển khai nhiệm vụ tăng trưởng kinh tế quý IV/2020,UBND tỉnh Quảng Ninh,
7000/UBND-XD4,14/10/2020,V/v đảm bảo chất lượng công tác ngân vốn xây dựng cơ bản vốn ngân sách,UBND tỉnh Quảng Ninh,
7000/UBND-XD4,14/10/2020,V/v đảm bảo chất lượng công tác ngân vốn xây dựng cơ bản vốn ngân sách,UBND tỉnh Quảng Ninh,
